PROGRAMNAME	PROGRAMURL	CATALOGNAME	LASTUPDATED	NAME	KEYWORDS	DESCRIPTION	SKU	MANUFACTURER	MANUFACTURERID	UPC	ISBN	CURRENCY	SALEPRICE	PRICE	RETAILPRICE	FROMPRICE	BUYURL	IMPRESSIONURL	IMAGEURL	ADVERTISERCATEGORY	THIRDPARTYID	THIRDPARTYCATEGORY	AUTHOR	ARTIST	TITLE	PUBLISHER	LABEL	FORMAT	SPECIAL	GIFT	PROMOTIONALTEXT	STARTDATE	ENDDATE	OFFLINE	ONLINE	INSTOCK	CONDITION	WARRANTY	STANDARDSHIPPINGCOST
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Skagen Ladies Black Leather & Stainless Dress Watch - 12 Swarovski Crystals	watches, watch, wristwatch, wrist watch, Skagen, womens watch, women's watches, ladies watch, ladies watches	12 Genuine Swarovski Crystal Hour Markers Polished Stainless Steel Case Black Dial  Silver Tone Hour, Minute and Second Hands Water Resistant to 30 Meters (100 Feet) Genuine Leather Strap with Tang Buckle Clasp 25mm Case Width (Approximately 1")	107SSLB	Skagen	107SSLB	768680103694		USD		100.00	100.00		http://www.jdoqocy.com/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F107SSLB.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/107SSLB-z.jpg	womens watches										yes	Free Shipping					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Skagen Classic Mesh - Stainless - Black Face - Swarovski&reg Crystals	watches, watch, wristwatch, wrist watch, Skagen, womens watch, women's watches, ladies watch, ladies watches	Stainless Steel Case and Bracelet Black Face Round Feminine Case CRYSTALLAIZED&#153 with SWAROVSKI&reg Crystals Water Resistant to 30 Meters (100ft)	107SSSBD	Skagen	107SSSBD			USD		100.00	100.00		http://www.tkqlhce.com/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F107SSSBD.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/107SSSBD-z.jpg	womens watches										yes	Free Shipping					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Skagen Ladies Watch - White Dial with Crystals - Stainless Steel Mesh	watches, watch, wristwatch, wrist watch, Skagen, womens watch, women's watches, ladies watch, ladies watches	Round polished stainless steel case and mesh band with a flush clasp closure.  White dial with twelve crystals to mark the hours.   Polished stainless steel hour, minute & second hands.  30 meters water resistant.	107SSSD	Skagen	107SSSD	768680030617		USD		100.00	100.00		http://www.anrdoezrs.net/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F107SSSD.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/107SSSD-z.jpg	womens watches										yes	Free Shipping					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Skagen Classic Ladies Mesh - Black Tone - Mother of Pearl - Swarovski Crystals	watches, watch, wristwatch, wrist watch, Skagen, womens watch, women's watches, ladies watch, ladies watches	Black-Tone Stainless Steel Case and Bracelet Hypo-Allergenic, Nickel Safe Case and Bracelet Black Mother of Pearl Face Round Feminine Case CRYSTALLAIZED with SWAROVSKI Crystals Water Resistant to 30 Meters (100ft) Ultra Smooth Mesh Band Adjustable Safety Clasp 25mm Case Width (Approximately 1")	107SSTTM	Skagen	107SSTTM	768680102383		USD		110.00	110.00		http://www.jdoqocy.com/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F107SSTTM.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/107SSTTM-z.jpg	womens watches										yes	Free Shipping					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Skagen Ladies' Titanium - Genuine Swarovski&reg; Crystals - Charcoal Dial	watches, watch, wristwatch, wrist watch, Skagen, womens watch, women's watches, ladies watch, ladies watches	Titanium case is lightweight & durable Round Feminine Case 12 Genuine Swarovski&reg; Crystals set at the hour positions Charcoal Dial Skagen Signature Mesh Strap with titanium plating	107XSTTM	Skagen	107XSTTM			USD		130.00	130.00		http://www.anrdoezrs.net/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F107XSTTM.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/107XSTTM-z.jpg	womens watches										yes	Free Shipping					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Luminox Yachting Timer with Alarm - Black Dial - Stainless Steel Bracelet	watches, watch, wristwatch, wrist watch, Luminox, mens watch, watch for man, mens watches	Brushed Stainless Steel Case and Bracelet with Polished Accents Date Window at the 6 o'clock position Water Resistant to 100 Meters (330 Feet) Countdown Timer with Progress Beeper Racing Timer EOL (End of Life Function) Indicates low battery Shock Resistant Swiss Movement Ultimate Swiss Illumination System:  Glows continuously without pressing a button or being exposed to light Glows continuously for more than 25 Years Glows 100 Times Brighter than other Luminous Watches Illumination is Guaranteed for 10 Years  Bracelet features a Fold Over Safety Clasp 43mm Case Width (Approximately 1 11/16") Luminox 2 Year Warranty	1402	Luminox	1402	7611382553201		USD		640.00	800.00		http://www.kqzyfj.com/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F1402.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/1402-z.jpg	mens watches										yes	Save 20%, And You'll Receive Free Shipping & a Free Gift with Purchase					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Luminox Yachting Timer with Alarm - Blue Dial - Stainless Steel Bracelet	watches, watch, wristwatch, wrist watch, Luminox, mens watch, watch for man, mens watches	Brushed Stainless Steel Case and Bracelet with Polished Accents Date Window at the 6 o'clock position Water Resistant to 100 Meters (330 Feet) Countdown Timer with Progress Beeper Racing Timer EOL (End of Life Function) Indicates low battery Shock Resistant Swiss Movement Ultimate Swiss Illumination System:  Glows continuously without pressing a button or being exposed to light Glows continuously for more than 25 Years Glows 100 Times Brighter than other Luminous Watches Illumination is Guaranteed for 10 Years  Bracelet features a Fold Over Safety Clasp 43mm Case Width (Approximately 1 11/16") Luminox 2 Year Warranty	1404	Luminox	1404	7611382553225		USD		640.00	800.00		http://www.dpbolvw.net/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F1404.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/1404-z.jpg	mens watches										yes	Save 20%, And You'll Receive Free Shipping & a Free Gift with Purchase					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Luminox Yachting Timer with Alarm - White Dial - Stainless Steel Bracelet	watches, watch, wristwatch, wrist watch, Luminox, mens watch, watch for man, mens watches	Brushed Stainless Steel Case and Bracelet with Polished Accents Date Window at the 6 o'clock position Water Resistant to 100 Meters (330 Feet) Countdown Timer with Progress Beeper Racing Timer EOL (End of Life Function) Indicates low battery Shock Resistant Swiss Movement Ultimate Swiss Illumination System:  Glows continuously without pressing a button or being exposed to light Glows continuously for more than 25 Years Glows 100 Times Brighter than other Luminous Watches Illumination is Guaranteed for 10 Years  Bracelet features a Fold Over Safety Clasp 43mm Case Width (Approximately 1 11/16") Luminox 2 Year Warranty	1410	Luminox	1410	7611382553249		USD		640.00	800.00		http://www.tkqlhce.com/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F1410.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/1410-z.jpg	mens watches										yes	Save 20%, And You'll Receive Free Shipping & a Free Gift with Purchase					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Skagen Mens Watch - Titanium - Charcoal Grey Dial - Mesh Band	watches, watch, wristwatch, wrist watch, Skagen, mens watch, watch for man, mens watches	Round titanium case Titanium mesh band with clasp closure Charcoal grey dial with 12 stick markers Stainless steel hour, minute & second hands with date function.  30 meters water resistant.	170LTTM	Skagen	170LTTM	768680027983		USD		120.00	120.00		http://www.anrdoezrs.net/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F170LTTM.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/170LTTM-z.jpg	mens watches										yes	Free Shipping					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Luminox Field Time Date Watch - Black Dial - Stainless Steel Bracelet	watches, watch, wristwatch, wrist watch, Luminox, mens watch, watch for man, mens watches	Brushed Stainless Steel Case and Bracelet Date Window at the 3 o'clock position Day Window at the 9 o'clock position Water Resistant to 200 Meters (660 Feet) Ultimate Swiss Ilumination System Glows Continuously for 25 Years without having to recharge in light, press a button, or run down a battery. 10 Year Lumination Warrany Included. Bracelet features a Fold Over Safety Clasp 2 Year Luminox Warranty Swiss Movement 42mm Case Width (Approximately 1 5/8")	1822	Luminox	1822	746469182221		USD		380.00	475.00		http://www.anrdoezrs.net/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F1822.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/1822-z.jpg	mens watches										yes	Save 20%, And You'll Receive Free Shipping & a Free Gift with Purchase					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Luminox Field Time Date Watch - Cream/Ivory Dial - Brown Leather Strap	watches, watch, wristwatch, wrist watch, Luminox, mens watch, watch for man, mens watches	Brushed Stainless Steel Case Date Window at the 3 o'clock position Day Window at the 9 o'clock position Water Resistant to 200 Meters (660 Feet) Ultimate Swiss Ilumination System Glows Continuously for 25 Years without having to recharge in light, press a button, or run down a battery. 10 Year Lumination Warrany Included. Bracelet features a Fold Over Safety Clasp 2 Year Luminox Warranty Swiss Movement Genuine Leather Strap with Double Pin Tang Buckle Clasp 42mm Case Width (Approximately 1 5/8")	1827	Luminox	1827	746469182726		USD		320.00	400.00		http://www.tkqlhce.com/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F1827.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/1827-z.jpg	mens watches										yes	Save 20%, And You'll Receive Free Shipping & a Free Gift with Purchase					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Luminox Field Time Date Watch - Black Dial - Black Leather Strap	watches, watch, wristwatch, wrist watch, Luminox, mens watch, watch for man, mens watches	Brushed Stainless Steel Case Date Window at the 3 o'clock position Day Window at the 9 o'clock position Water Resistant to 200 Meters (660 Feet) Ultimate Swiss Ilumination System Glows Continuously for 25 Years without having to recharge in light, press a button, or run down a battery. 10 Year Lumination Warrany Included. Bracelet features a Fold Over Safety Clasp 2 Year Luminox Warranty Swiss Movement Genuine Leather Strap with Double Pin Tang Buckle Clasp 42mm Case Width (Approximately 1 5/8")	1828	Luminox	1828	746469182825		USD		320.00	400.00		http://www.tkqlhce.com/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F1828.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/1828-z.jpg	mens watches										yes	Save 20%, And You'll Receive Free Shipping & a Free Gift with Purchase					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Luminox Field Time Date Watch - Orange Dial - Black PVD - Black Leather Strap	watches, watch, wristwatch, wrist watch, Luminox, mens watch, watch for man, mens watches	Brushed Stainless Steel Case with Black PVD Finish Date Window at the 3 o'clock position Day Window at the 9 o'clock position Water Resistant to 200 Meters (660 Feet) Ultimate Swiss Ilumination System Glows Continuously for 25 Years without having to recharge in light, press a button, or run down a battery. 10 Year Lumination Warrany Included. Bracelet features a Fold Over Safety Clasp 2 Year Luminox Warranty Swiss Movement Genuine Leather Strap with Double Pin Tang Buckle Clasp 42mm Case Width (Approximately 1 5/8")	1829	Luminox	1829	746469182917		USD		340.00	425.00		http://www.jdoqocy.com/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F1829.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/1829-z.jpg	mens watches										yes	Save 20%, And You'll Receive Free Shipping & a Free Gift with Purchase					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Luminox Field Time Date Watch - Light Green Dial - Black PVD - Tan Leather	watches, watch, wristwatch, wrist watch, Luminox, mens watch, watch for man, mens watches	Brushed Stainless Steel Case with Black PVD Finish Date Window at the 3 o'clock position Day Window at the 9 o'clock position Water Resistant to 200 Meters (660 Feet) Ultimate Swiss Ilumination System Glows Continuously for 25 Years without having to recharge in light, press a button, or run down a battery. 10 Year Lumination Warrany Included. Bracelet features a Fold Over Safety Clasp 2 Year Luminox Warranty Swiss Movement Genuine Leather Strap with Double Pin Tang Buckle Clasp 42mm Case Width (Approximately 1 5/8")	1837	Luminox	1837	746469183716		USD		340.00	425.00		http://www.dpbolvw.net/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F1837.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/1837-z.jpg	mens watches										yes	Save 20%, And You'll Receive Free Shipping & a Free Gift with Purchase					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Luminox Field Alarm Chronograph - Black Dial - Stainless Bracelet	watches, watch, wristwatch, wrist watch, Luminox, mens watch, watch for man, mens watches	Brushed Stainless Steel Case and Bracelet Chronograph Alarm Water Resistant to 100 Meters (330 Feet) Date Window at the 4 o'clock position Swiss Movement Swiss Illumination System Glows Continuously for 25 Years; Guaranteed for 10 Years Bracelet features a Fold Over Safety Clasp 2 Year Luminox Warranty 41mm Case Width (Approximately 5/8")	1842	Luminox	1842	7611382263544		USD		560.00	700.00		http://www.tkqlhce.com/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F1842.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/1842-z.jpg	mens watches										yes	Save 20%, And You'll Receive Free Shipping & a Free Gift with Purchase					yes	new	Original Manufacturer's Warranty	0.00
Princeton Watches	http://www.princetonwatches.com	Princeton Watches Product Catalog	2009-08-23 00:00:00.0	Luminox Field Alarm Chronograph - Ivory/Cream Dial - Brown Leather Strap	watches, watch, wristwatch, wrist watch, Luminox, mens watch, watch for man, mens watches	Brushed Stainless Steel Case Chronograph Alarm Water Resistant to 100 Meters (330 Feet) Date Window at the 4 o'clock position Swiss Movement Swiss Illumination System Glows Continuously for 25 Years; Guaranteed for 10 Years Genuine Leather Strap features a Double Pin Tang Buckle Clasp 2 Year Luminox Warranty 41mm Case Width (Approximately 5/8")	1847	Luminox	1847	746469184720		USD		500.00	625.00		http://www.jdoqocy.com/click-7893798-10282442?url=http%3A%2F%2Fwww.princetonwatches.com%2Fshop%2F1847.asp	http://www.tqlkg.com/image-7893798-10282442	http://www.princetonwatches.com/images/watches/1847-z.jpg	mens watches										yes	Save 20%, And You'll Receive Free Shipping & a Free Gift with Purchase					yes	new	Original Manufacturer's Warranty	0.00
